UF;Municipio;Codigo_TOM_SERPRO;cod_IBGE
RN;SAOGONCALODOAMARANTE;1837;2412005
RN;SAOJOAODOSABUGI;1839;2412104
RN;SAOJOSEDEMIPIBU;1841;2412203
RN;SAOJOSEDOCAMPESTRE;1843;2412302
RN;SAOJOSEDOSERIDO;1845;2412401
RN;SAOMIGUEL;1847;2412500
RN;SAOPAULODOPOTENGI;1849;2412609
RN;SAOPEDRO;1851;2412708
RN;SAORAFAEL;1853;2412807
RN;SAOTOME;1855;2412906
RN;SAOVICENTE;1857;2413003
RN;SENADORELOIDESOUZA;1859;2413102
RN;SENADORGEORGINOAVELINO;1861;2413201
RN;SERRADESAOBENTO;1863;2413300
RN;SERRANEGRADONORTE;1865;2413409
RN;SERRINHA;1867;2413508
RN;SEVERIANOMELO;1869;2413607
RN;SITIONOVO;1871;2413706
RN;TABOLEIROGRANDE;1873;2413805
RN;TAIPU;1875;2413904
RN;TANGARA;1877;2414001
RN;TENENTEANANIAS;1879;2414100
RN;TIBAUDOSUL;1881;2414209
RN;TIMBAUBADOSBATISTAS;1883;2414308
RN;TOUROS;1885;2414407
RN;UMARIZAL;1887;2414506
RN;UPANEMA;1889;2414605
RN;VARZEA;1891;2414704
RN;RAFAELGODEIRO;1893;2410603
RN;VERACRUZ;1895;2414803
RN;VICOSA;1897;2414902
RN;VILAFLOR;1899;2415008
PB;AGUABRANCA;1901;2500106
PB;AGUIAR;1903;2500205
PB;ALAGOAGRANDE;1905;2500304
PB;ALAGOANOVA;1907;2500403
PB;ALAGOINHA;1909;2500502
PB;ALHANDRA;1911;2500601
PB;SAOJOAODORIODOPEIXE;1913;2500700
PB;ARACAGI;1915;2500809
PB;ARARA;1917;2500908
PB;ARARUNA;1919;2501005
PB;AREIA;1921;2501104
PB;AREIAL;1923;2501203
PB;AROEIRAS;1925;2501302
RN;SERRADOMEL;1927;2413359
PB;BAIADATRAICAO;1929;2501401
PB;BANANEIRAS;1931;2501500
PB;BARRADESANTAROSA;1933;2501609
PB;BARRADESAOMIGUEL;1935;2501708
PB;BAYEUX;1937;2501807
PB;BELEM;1939;2501906
PB;BELEMDOBREJODOCRUZ;1941;2502003
PB;BOAVENTURA;1943;2502102
PB;BOMJESUS;1945;2502201
PB;BOMSUCESSO;1947;2502300
PB;BONITODESANTAFE;1949;2502409
PB;BOQUEIRAO;1951;2502508
PB;IGARACY;1953;2502607
PB;BORBOREMA;1955;2502706
PB;BREJODOCRUZ;1957;2502805
PB;BREJODOSSANTOS;1959;2502904
PB;CAAPORA;1961;2503001
PB;CABACEIRAS;1963;2503100
PB;CABEDELO;1965;2503209
PB;CACHOEIRADOSINDIOS;1967;2503308
PB;CACIMBADEAREIA;1969;2503407
PB;CACIMBADEDENTRO;1971;2503506
PB;CAICARA;1973;2503605
PB;CAJAZEIRAS;1975;2503704
PB;CALDASBRANDAO;1977;2503803
PB;CAMALAU;1979;2503902
PB;CAMPINAGRANDE;1981;2504009
PB;CARRAPATEIRA;1983;2504108
PB;CATINGUEIRA;1985;2504207
PB;CATOLEDOROCHA;1987;2504306
PB;CONCEICAO;1989;2504405
PB;CONDADO;1991;2504504
PB;CONDE;1993;2504603
PB;CONGO;1995;2504702
PB;COREMAS;1997;2504801
PB;CRUZDOESPIRITOSANTO;1999;2504900
PB;CUBATI;2001;2505006
PB;CUITE;2003;2505105
PB;CUITEGI;2005;2505204
PB;CURRALVELHO;2007;2505303
PB;DESTERRO;2009;2505402
PB;VISTASERRANA;2011;2505501
PB;DIAMANTE;2013;2505600
PB;DONAINES;2015;2505709
PB;DUASESTRADAS;2017;2505808
PB;EMAS;2019;2505907
PB;ESPERANCA;2021;2506004
PB;FAGUNDES;2023;2506103
PB;FREIMARTINHO;2025;2506202
PB;GUARABIRA;2027;2506301
PB;GURINHEM;2029;2506400
PB;GURJAO;2031;2506509
PB;IBIARA;2033;2506608
PB;IMACULADA;2035;2506707
PB;INGA;2037;2506806
PB;ITABAIANA;2039;2506905
PB;ITAPORANGA;2041;2507002
PB;ITAPOROROCA;2043;2507101
PB;ITATUBA;2045;2507200
PB;JACARAU;2047;2507309
PB;JERICO;2049;2507408
PB;JOAOPESSOA;2051;2507507
PB;JUAREZTAVORA;2053;2507606
PB;JUAZEIRINHO;2055;2507705
PB;JUNCODOSERIDO;2057;2507804
PB;JURIPIRANGA;2059;2507903
PB;JURU;2061;2508000
PB;LAGOA;2063;2508109
PB;LAGOADEDENTRO;2065;2508208
PB;LAGOASECA;2067;2508307
PB;LASTRO;2069;2508406
PB;LIVRAMENTO;2071;2508505
PB;LUCENA;2073;2508604
PB;MAED'AGUA;2075;2508703
PB;MALTA;2077;2508802
PB;MAMANGUAPE;2079;2508901
PB;MANAIRA;2081;2509008
PB;MARI;2083;2509107
PB;MASSARANDUBA;2085;2509206
PB;MATARACA;2087;2509305
PB;MOGEIRO;2089;2509404
PB;MONTADAS;2091;2509503
PB;MONTEHOREBE;2093;2509602
PB;MONTEIRO;2095;2509701
PB;MULUNGU;2097;2509800
PB;NATUBA;2099;2509909
PB;NAZAREZINHO;2101;2510006
PB;NOVAFLORESTA;2103;2510105
PB;NOVAOLINDA;2105;2510204
PB;NOVAPALMEIRA;2107;2510303
PB;OLHOD'AGUA;2109;2510402
PB;OLIVEDOS;2111;2510501
PB;OUROVELHO;2113;2510600
PB;PASSAGEM;2115;2510709
PB;PATOS;2117;2510808
PB;PAULISTA;2119;2510907
PB;PEDRABRANCA;2121;2511004
PB;PEDRALAVRADA;2123;2511103
PB;PEDRASDEFOGO;2125;2511202
PB;PIANCO;2127;2511301
PB;PICUI;2129;2511400
PB;PILAR;2131;2511509
PB;PILOES;2133;2511608
PB;PILOEZINHOS;2135;2511707
PB;PIRPIRITUBA;2137;2511806
PB;PITIMBU;2139;2511905
PB;POCINHOS;2141;2512002
PB;POMBAL;2143;2512101
PB;PRATA;2145;2512200
PB;PRINCESAISABEL;2147;2512309
PB;PUXINANA;2149;2512408
PB;QUEIMADAS;2151;2512507
PB;QUIXABA;2153;2512606
PB;REMIGIO;2155;2512705
PB;RIACHODOSCAVALOS;2157;2512804
PB;RIOTINTO;2159;2512903
PB;SALGADINHO;2161;2513000
PB;SALGADODESAOFELIX;2163;2513109
PB;SANTACRUZ;2165;2513208
PB;SANTAHELENA;2167;2513307
PB;SANTALUZIA;2169;2513406
PB;SANTANADEMANGUEIRA;2171;2513505
PB;SANTANADOSGARROTES;2173;2513604
PB;SANTARITA;2175;2513703
PB;SANTATERESINHA;2177;2513802
PB;SAOBENTO;2179;2513901
PB;SAOJOAODOCARIRI;2181;2514008
PB;SAOJOAODOTIGRE;2183;2514107
PB;SAOJOSEDALAGOATAPADA;2185;2514206
PB;SAOJOSEDECAIANA;2187;2514305
PB;SAOJOSEDEESPINHARAS;2189;2514404
PB;SAOJOSEDEPIRANHAS;2191;2514503
PB;SAOJOSEDOBONFIM;2193;2514602
PB;SAOJOSEDOSABUGI;2195;2514701
PB;SAOJOSEDOSCORDEIROS;2197;2514800
PB;SAOMAMEDE;2199;2514909
PB;SAOMIGUELDETAIPU;2201;2515005
PB;SAOSEBASTIAODELAGOADEROCA;2203;2515104
PB;SAOSEBASTIAODOUMBUZEIRO;2205;2515203
PB;SAPE;2207;2515302
PB;SERIDO;2209;2515401
PB;SERRABRANCA;2211;2515500
PB;SERRADARAIZ;2213;2515609
PB;SERRAGRANDE;2215;2515708
PB;SERRAREDONDA;2217;2515807
PB;SERRARIA;2219;2515906
PB;SOLANEA;2221;2516003
PB;SOLEDADE;2223;2516102
PB;SOUSA;2225;2516201
PB;SUME;2227;2516300
PB;TACIMA;2229;2516409
PB;TAPEROA;2231;2516508
PB;TAVARES;2233;2516607
PB;TEIXEIRA;2235;2516706
PB;TRIUNFO;2237;2516805
PB;UIRAUNA;2239;2516904
PB;UMBUZEIRO;2241;2517001
PB;VARZEA;2243;2517100
PI;BAIXAGRANDEDORIBEIRO;2245;2201150
PI;CANAVIEIRA;2247;2202251
PI;COLONIADOGURGUEIA;2249;2202752
PI;BONFIMDOPIAUI;2251;2201929
PI;COLONIADOPIAUI;2253;2202778
PI;CORONELJOSEDIAS;2255;2202851
PI;FARTURADOPIAUI;2257;2203750
PI;LAGOADOBARRODOPIAUI;2259;2205565
PI;SANTAROSADOPIAUI;2261;2209377
PI;SAOBRAZDOPIAUI;2263;2209559
PI;SAOLOURENCODOPIAUI;2265;2210359
PI;VARZEABRANCA;2267;2211357
PI;ALEGRETEDOPIAUI;2269;2200277
PI;CALDEIRAOGRANDEDOPIAUI;2271;2202091
PI;JACOBINADOPIAUI;2273;2205151
PI;MARCOLANDIA;2275;2205953
PI;PATOSDOPIAUI;2277;2207777
PI;QUEIMADANOVA;2279;2208650
PI;SANTANADOPIAUI;2281;2209351
PI;BRASILEIRA;2283;2201960
PI;SAOJOSEDODIVINO;2285;2210052
PI;BOMPRINCIPIODOPIAUI;2287;2201919
PE;LAGOADOCARRO;2289;2608453
PE;VERTENTEDOLERIO;2291;2616183
PE;XEXEU;2293;2616506
PE;JUCATI;2295;2608255
PE;SANTACRUZ;2297;2612455
PE;DORMENTES;2299;2605152
PE;AFOGADOSDAINGAZEIRA;2301;2600104
PE;AFRANIO;2303;2600203
PE;AGRESTINA;2305;2600302
PE;AGUAPRETA;2307;2600401
PE;AGUASBELAS;2309;2600500
PE;ALAGOINHA;2311;2600609
PE;ALIANCA;2313;2600708
PE;ALTINHO;2315;2600807
PE;AMARAJI;2317;2600906
PE;ANGELIM;2319;2601003
PE;ARARIPINA;2321;2601102
PE;ARCOVERDE;2323;2601201
PE;BARRADEGUABIRABA;2325;2601300
PE;BARREIROS;2327;2601409
PE;BELEMDEMARIA;2329;2601508
PE;BELEMDESAOFRANCISCO;2331;2601607
PE;BELOJARDIM;2333;2601706
PE;BETANIA;2335;2601805
PE;BEZERROS;2337;2601904
PE;BODOCO;2339;2602001
PE;BOMCONSELHO;2341;2602100
PE;BOMJARDIM;2343;2602209
PE;BONITO;2345;2602308
PE;BREJAO;2347;2602407
PE;BREJINHO;2349;2602506
PE;BREJODAMADREDEDEUS;2351;2602605
PE;BUENOSAIRES;2353;2602704
PE;BUIQUE;2355;2602803
PE;CABODESANTOAGOSTINHO;2357;2602902
PE;CABROBO;2359;2603009
PE;CACHOEIRINHA;2361;2603108
PE;CAETES;2363;2603207
PE;CALCADO;2365;2603306
PE;CALUMBI;2367;2603405
PE;CAMOCIMDESAOFELIX;2369;2603504
PE;CAMUTANGA;2371;2603603
PE;CANHOTINHO;2373;2603702
PE;CAPOEIRAS;2375;2603801
PE;CARNAIBA;2377;2603900
PE;CARPINA;2379;2604007
PE;CARUARU;2381;2604106
PE;CATENDE;2383;2604205
PE;CEDRO;2385;2604304
PE;CHADEALEGRIA;2387;2604502
PE;CHAGRANDE;2389;2604403
PE;CONDADO;2391;2604601
PE;CORRENTES;2393;2604700
PE;CORTES;2395;2604809
PE;CUMARU;2397;2604908
PE;CUPIRA;2399;2605004
PE;CUSTODIA;2401;2605103
PE;ESCADA;2403;2605202
PE;EXU;2405;2605301
PE;FEIRANOVA;2407;2605400
PE;FERREIROS;2409;2605509
PE;FLORES;2411;2605608
PE;FLORESTA;2413;2605707
PE;FREIMIGUELINHO;2415;2605806
PE;GAMELEIRA;2417;2605905
PE;GARANHUNS;2419;2606002
PE;GLORIADOGOITA;2421;2606101
PE;GOIANA;2423;2606200
PE;GRANITO;2425;2606309
PE;GRAVATA;2427;2606408
PE;IATI;2429;2606507
PE;IBIMIRIM;2431;2606606
PE;IBIRAJUBA;2433;2606705
PE;IGARASSU;2435;2606804
PE;IGUARACI;2437;2606903
PE;INAJA;2439;2607000
PE;INGAZEIRA;2441;2607109
PE;IPOJUCA;2443;2607208
PE;IPUBI;2445;2607307
PE;ITACURUBA;2447;2607406
PE;ITAIBA;2449;2607505
PE;ILHADEITAMARACA;2451;2607604
PE;ITAPETIM;2453;2607703
PE;ITAQUITINGA;2455;2607802
PE;JABOATAODOSGUARARAPES;2457;2607901
PE;JATAUBA;2459;2608008
PE;JOAOALFREDO;2461;2608107
PE;JOAQUIMNABUCO;2463;2608206
PE;JUPI;2465;2608305
PE;JUREMA;2467;2608404
PE;LAGOADOITAENGA;2469;2608503
PE;LAGOADOOURO;2471;2608602
PE;LAGOADOSGATOS;2473;2608701
PE;LAJEDO;2475;2608800
PE;LIMOEIRO;2477;2608909
PE;MACAPARANA;2479;2609006
PE;MACHADOS;2481;2609105
PE;MARAIAL;2483;2609204
PE;MIRANDIBA;2485;2609303
PE;MORENO;2487;2609402
PE;NAZAREDAMATA;2489;2609501
PE;OLINDA;2491;2609600
PE;OROBO;2493;2609709
PE;OROCO;2495;2609808
PE;OURICURI;2497;2609907
PE;PALMARES;2499;2610004
PE;PALMEIRINA;2501;2610103
PE;PANELAS;2503;2610202
PE;PARANATAMA;2505;2610301
PE;PARNAMIRIM;2507;2610400
PE;PASSIRA;2509;2610509
PE;PAUDALHO;2511;2610608
PE;PAULISTA;2513;2610707
PE;PEDRA;2515;2610806
PE;PESQUEIRA;2517;2610905
PE;PETROLANDIA;2519;2611002
PE;PETROLINA;2521;2611101
PE;POCAO;2523;2611200
PE;POMBOS;2525;2611309
PE;PRIMAVERA;2527;2611408
PE;QUIPAPA;2529;2611507
PE;RECIFE;2531;2611606
PE;RIACHODASALMAS;2533;2611705
PE;RIBEIRAO;2535;2611804
PE;RIOFORMOSO;2537;2611903
PE;SAIRE;2539;2612000
PE;SALGADINHO;2541;2612109
PE;SALGUEIRO;2543;2612208
PE;SALOA;2545;2612307
PE;SANHARO;2547;2612406
PE;SANTACRUZDOCAPIBARIBE;2549;2612505
PE;SANTAMARIADABOAVISTA;2551;2612604
PE;SANTAMARIADOCAMBUCA;2553;2612703
PE;SANTATEREZINHA;2555;2612802
PE;SAOBENEDITODOSUL;2557;2612901
PE;SAOBENTODOUNA;2559;2613008
PE;SAOCAITANO;2561;2613107
PE;SAOJOAO;2563;2613206
PE;SAOJOAQUIMDOMONTE;2565;2613305
PE;SAOJOSEDACOROAGRANDE;2567;2613404
PE;SAOJOSEDOBELMONTE;2569;2613503
PE;SAOJOSEDOEGITO;2571;2613602
PE;SAOLOURENCODAMATA;2573;2613701
PE;SAOVICENTEFERRER;2575;2613800
PE;SERRATALHADA;2577;2613909
PE;SERRITA;2579;2614006
PE;SERTANIA;2581;2614105
PE;SIRINHAEM;2583;2614204
PE;MOREILANDIA;2585;2614303
PE;SOLIDAO;2587;2614402
PE;SURUBIM;2589;2614501
PE;TABIRA;2591;2614600
PE;TACAIMBO;2593;2614709
PE;TACARATU;2595;2614808
PE;ITAMBE;2597;2607653
PE;TAQUARITINGADONORTE;2599;2615003
PE;TEREZINHA;2601;2615102
PE;TERRANOVA;2603;2615201
PE;TIMBAUBA;2605;2615300
PE;TORITAMA;2607;2615409
PE;TRACUNHAEM;2609;2615508
PE;TRINDADE;2611;2615607
PE;TRIUNFO;2613;2615706
PE;TUPANATINGA;2615;2615805
PE;TUPARETAMA;2617;2615904
PE;VENTUROSA;2619;2616001
PE;VERDEJANTE;2621;2616100
PE;VERTENTES;2623;2616209
PE;VICENCIA;2625;2616308
PE;VITORIADESANTOANTAO;2627;2616407
PE;CAMARAGIBE;2629;2603454
PE;ABREUELIMA;2631;2600054
PE;ITAPISSUMA;2633;2607752
PE;CARNAUBEIRADAPENHA;2635;2603926
PE;QUIXABA;2637;2611533
PE;SANTACRUZDABAIXAVERDE;2639;2612471
AL;PARIPUEIRA;2641;2706448
AL;ESTRELADEALAGOAS;2643;2702553
AL;PARICONHA;2645;2706422
SE;SANTANADOSAOFRANCISCO;2647;2806404
MG;SAOJOSEDALAPA;2649;3162955
MG;CAPITAOANDRADE;2651;3112653
MG;CATUJI;2653;3115458
MG;JAMPRUCA;2655;3135076
MG;DIVISOPOLIS;2657;3122454
MG;MATAVERDE;2659;3140555
MG;PALMOPOLIS;2661;3146750
MG;ENTREFOLHAS;2663;3123858
MG;IPABA;2665;3131158
MG;SANTABARBARADOLESTE;2667;3157252
MG;SANTARITADEMINAS;2669;3159357
MG;UBAPORANGA;2671;3170057
MG;SANTANADOPARAISO;2673;3158953
MG;DURANDE;2675;3123528
MG;SAOJOAODOMANHUACU;2677;3162559
MG;SAOJOAODOMANTENINHA;2679;3162575
MG;ALFREDOVASCONCELOS;2681;3101631
MG;FERVEDOURO;2683;3125952
MG;CARNEIRINHO;2685;3114550
MG;LIMEIRADOOESTE;2687;3138625
MG;SENADORAMARAL;2689;3165578
MG;JUATUBA;2691;3136652
MG;ICARAIDEMINAS;2693;3130051
MG;LONTRA;2695;3138658
MG;MONTEZUMA;2697;3143450
MG;URUCUIA;2699;3170529
AL;AGUABRANCA;2701;2700102
AL;ANADIA;2703;2700201
AL;ARAPIRACA;2705;2700300
AL;ATALAIA;2707;2700409
AL;BARRADESANTOANTONIO;2709;2700508
AL;BARRADESAOMIGUEL;2711;2700607
AL;BATALHA;2713;2700706
AL;BELEM;2715;2700805
AL;BELOMONTE;2717;2700904
AL;BOCADAMATA;2719;2701001
AL;BRANQUINHA;2721;2701100
AL;CACIMBINHAS;2723;2701209
AL;CAJUEIRO;2725;2701308
AL;CAMPOALEGRE;2727;2701407
AL;CAMPOGRANDE;2729;2701506
AL;CANAPI;2731;2701605
AL;CAPELA;2733;2701704
AL;CARNEIROS;2735;2701803
AL;CHAPRETA;2737;2701902
AL;COITEDONOIA;2739;2702009
AL;COLONIALEOPOLDINA;2741;2702108
AL;COQUEIROSECO;2743;2702207
AL;CORURIPE;2745;2702306
AL;DELMIROGOUVEIA;2747;2702405
AL;DOISRIACHOS;2749;2702504
AL;FEIRAGRANDE;2751;2702603
AL;FELIZDESERTO;2753;2702702
AL;FLEXEIRAS;2755;2702801
AL;GIRAUDOPONCIANO;2757;2702900
AL;IBATEGUARA;2759;2703007
AL;IGACI;2761;2703106
AL;IGREJANOVA;2763;2703205
AL;INHAPI;2765;2703304
AL;JACAREDOSHOMENS;2767;2703403
AL;JACUIPE;2769;2703502
AL;JAPARATINGA;2771;2703601
AL;JARAMATAIA;2773;2703700
AL;JOAQUIMGOMES;2775;2703809
AL;JUNDIA;2777;2703908
AL;JUNQUEIRO;2779;2704005
AL;LAGOADACANOA;2781;2704104
AL;LIMOEIRODEANADIA;2783;2704203
AL;MACEIO;2785;2704302
AL;MAJORISIDORO;2787;2704401
AL;MARAGOGI;2789;2704500
AL;MARAVILHA;2791;2704609
AL;MARECHALDEODORO;2793;2704708
AL;MARIBONDO;2795;2704807
AL;MARVERMELHO;2797;2704906
AL;MATAGRANDE;2799;2705002
AL;MATRIZDECAMARAGIBE;2801;2705101
AL;MESSIAS;2803;2705200
AL;MINADORDONEGRAO;2805;2705309
AL;MONTEIROPOLIS;2807;2705408
AL;MURICI;2809;2705507
AL;NOVOLINO;2811;2705606
AL;OLHOD'AGUADASFLORES;2813;2705903
AL;OLHOD'AGUADOCASADO;2815;2705804
AL;OLHOD'AGUAGRANDE;2817;2705705
AL;OLIVENCA;2819;2706000
AL;OUROBRANCO;2821;2706109
AL;PALESTINA;2823;2706208
AL;PALMEIRADOSINDIOS;2825;2706307
AL;PAODEACUCAR;2827;2706406
AL;PASSODECAMARAGIBE;2829;2706505
AL;PAULOJACINTO;2831;2706604
AL;PENEDO;2833;2706703
AL;PIACABUCU;2835;2706802
AL;PILAR;2837;2706901
AL;PINDOBA;2839;2707008
AL;PIRANHAS;2841;2707107
AL;POCODASTRINCHEIRAS;2843;2707206
AL;PORTOCALVO;2845;2707305
AL;PORTODEPEDRAS;2847;2707404
AL;PORTOREALDOCOLEGIO;2849;2707503
AL;QUEBRANGULO;2851;2707602
AL;RIOLARGO;2853;2707701
AL;ROTEIRO;2855;2707800
AL;SANTALUZIADONORTE;2857;2707909
AL;SANTANADOIPANEMA;2859;2708006
AL;SANTANADOMUNDAU;2861;2708105
AL;SAOBRAS;2863;2708204
AL;SAOJOSEDALAJE;2865;2708303
AL;SAOJOSEDATAPERA;2867;2708402
AL;SAOLUISDOQUITUNDE;2869;2708501
AL;SAOMIGUELDOSCAMPOS;2871;2708600
AL;SAOMIGUELDOSMILAGRES;2873;2708709
AL;SAOSEBASTIAO;2875;2708808
AL;SATUBA;2877;2708907
AL;TANQUED'ARCA;2879;2709004
AL;TAQUARANA;2881;2709103
AL;TRAIPU;2883;2709202
AL;UNIAODOSPALMARES;2885;2709301
AL;VICOSA;2887;2709400
AL;CRAIBAS;2889;2702355
AL;SENADORRUIPALMEIRA;2891;2708956
MG;JAIBA;2893;3135050
MG;MAMONAS;2895;3139250
MG;MATIASCARDOSO;2897;3140852
MG;PEDRASDEMARIADACRUZ;2899;3149150
MG;RIACHINHO;2901;3154457
MG;ARAPORA;2903;3103751
MG;LAGOAGRANDE;2905;3137536
RJ;GUAPIMIRIM;2907;3301850
RJ;BELFORDROXO;2909;3300456
RJ;QUEIMADOS;2911;3304144
RJ;JAPERI;2913;3302270
RJ;CARDOSOMOREIRA;2915;3301157
RJ;VARRE-SAI;2917;3306156
RJ;APERIBE;2919;3300159
RJ;RIODASOSTRAS;2921;3304524
RJ;QUATIS;2923;3304128
RJ;AREAL;2925;3300225
RJ;COMENDADORLEVYGASPARIAN;2927;3300951
ES;MARECHALFLORIANO;2929;3203346
ES;IRUPI;2931;3202652
ES;SAODOMINGOSDONORTE;2933;3204658
ES;VILAPAVAO;2935;3205150
SP;LOURDES;2937;3527256
SP;SANTOANTONIODOARACANGUA;2939;3548054
SP;SAOJOAODEIRACEMA;2941;3549250
SP;ILHASOLTEIRA;2943;3520442
SP;SUZANAPOLIS;2945;3552551
SP;CANITAR;2947;3510153
SP;ENGENHEIROCOELHO;2949;3515152
SP;HORTOLANDIA;2951;3519071
SP;HOLAMBRA;2953;3519055
SP;TUIUTI;2955;3554953
SP;VARGEM;2957;3556354
SP;ESTIVAGERBI;2959;3557303
SP;EMILIANOPOLIS;2961;3515129
SP;PEDRINHASPAULISTA;2963;3537156
SP;BERTIOGA;2965;3506359
SP;CAJATI;2967;3509254
SP;ILHACOMPRIDA;2969;3520426
SP;UBARANA;2971;3555356
SP;ZACARIAS;2973;3557154
SP;ELISIARIO;2975;3514924
SP;MARAPOAMA;2977;3528858
SP;NOVAIS;2979;3533254
SP;ASPASIA;2981;3503950
SP;MESOPOLIS;2983;3529658
SP;NOVACANAAPAULISTA;2985;3532843
SP;PONTALINDA;2987;3540259
SP;PARISI;2989;3536257
SP;ARAPEI;2991;3503158
SP;POTIM;2993;3540754
SP;ALAMBARI;2995;3500758
SP;BARRADOCHAPEU;2997;3505351
SP;CAMPINADOMONTEALEGRE;2999;3509452
PE;FERNANDODENORONHA;3001;2605459
RN;BARAUNA;3003;2401453
BA;MUQUEMDOSAOFRANCISCO;3005;2922250
BA;NOVAFATIMA;3007;2922730
BA;NOVAIBIA;3009;2922755
BA;NOVAREDENCAO;3011;2922854
BA;NOVOHORIZONTE;3013;2923035
BA;NOVOTRIUNFO;3015;2923050
BA;OUROLANDIA;3017;2923357
BA;PIRAIDONORTE;3019;2924678
BA;PONTONOVO;3021;2925253
BA;PRESIDENTETANCREDONEVES;3023;2925758
BA;QUIXABEIRA;3025;2925931
BA;RIBEIRAODOLARGO;3027;2926657
BA;SAODOMINGOS;3029;2928950
BA;SAOFELIXDOCORIBE;3031;2929057
BA;SAOJOSEDOJACUIPE;3033;2929370
BA;SAOJOSEDAVITORIA;3035;2929354
BA;SAUBARA;3037;2929750
BA;SERRADORAMALHO;3039;2930303
BA;SITIODOMATO;3041;2930758
BA;SITIODOQUINTO;3043;2930766
BA;SOBRADINHO;3045;2930774
BA;UMBURANAS;3047;2932457
BA;VARZEDO;3049;2933174
BA;VEREDA;3051;2933257
SP;ITAOCA;3053;3522158
SP;ITAPIRAPUAPAULISTA;3055;3522653
SP;RIBEIRAOGRANDE;3057;3543253
SP;BOMSUCESSODEITARARE;3059;3507159
SP;NOVACAMPINA;3061;3532827
SP;TAQUARIVAI;3063;3553856
SP;ALUMINIO;3065;3501152
SP;ARACARIGUAMA;3067;3502754
BA;JUSSARI;3069;2918555
BA;AMERICADOURADA;3071;2901155
BA;ARATACA;3073;2902252
BA;BARROALTO;3075;2903235
BA;BURITIRAMA;3079;2904753
BA;CAPELADOALTOALEGRE;3081;2906857
BA;CAPIMGROSSO;3083;2906873
BA;CANUDOS;3085;2906824
BA;DIASD'AVILA;3087;2910057
BA;FATIMA;3089;2910750
BA;FILADELFIA;3091;2910859
BA;GAVIAO;3093;2911253
BA;GUAJERU;3095;2911659
BA;HELIOPOLIS;3097;2911857
BA;JOAODOURADO;3099;2918357
SE;AMPARODESAOFRANCISCO;3101;2800100
SE;AQUIDABA;3103;2800209
SE;ARACAJU;3105;2800308
SE;ARAUA;3107;2800407
SE;AREIABRANCA;3109;2800506
SE;BARRADOSCOQUEIROS;3111;2800605
SE;BREJOGRANDE;3113;2800704
SE;BOQUIM;3115;2800670
BA;EUNAPOLIS;3117;2910727
SE;CAMPODOBRITO;3119;2801009
SE;CANHOBA;3121;2801108
SE;CANINDEDESAOFRANCISCO;3123;2801207
SE;CAPELA;3125;2801306
SE;CARIRA;3127;2801405
SE;CARMOPOLIS;3129;2801504
SE;CEDRODESAOJOAO;3131;2801603
SE;CRISTINAPOLIS;3133;2801702
SE;NOSSASENHORAAPARECIDA;3135;2804458
SE;CUMBE;3137;2801900
SE;DIVINAPASTORA;3139;2802007
SE;ESTANCIA;3141;2802106
SE;FEIRANOVA;3143;2802205
SE;FREIPAULO;3145;2802304
SE;GENERALMAYNARD;3147;2802502
SE;GARARU;3149;2802403
SE;GRACCHOCARDOSO;3151;2802601
SE;ILHADASFLORES;3153;2802700
SE;INDIAROBA;3155;2802809
SE;ITABAIANA;3157;2802908
SE;ITABAIANINHA;3159;2803005
SE;ITABI;3161;2803104
SE;ITAPORANGAD'AJUDA;3163;2803203
SE;JAPARATUBA;3165;2803302
SE;JAPOATA;3167;2803401
SE;LAGARTO;3169;2803500
SE;LARANJEIRAS;3171;2803609
SE;MACAMBIRA;3173;2803708
SE;MALHADADOSBOIS;3175;2803807
SE;MALHADOR;3177;2803906
SE;MARUIM;3179;2804003
SE;MOITABONITA;3181;2804102
SE;MONTEALEGREDESERGIPE;3183;2804201
SE;MURIBECA;3185;2804300
SE;NEOPOLIS;3187;2804409
SE;NOSSASENHORADAGLORIA;3189;2804508
SE;NOSSASENHORADASDORES;3191;2804607
SE;NOSSASENHORADELOURDES;3193;2804706
SE;NOSSASENHORADOSOCORRO;3195;2804805
SE;PACATUBA;3197;2804904
SE;PEDRAMOLE;3199;2805000
SE;PEDRINHAS;3201;2805109
SE;PINHAO;3203;2805208
SE;PIRAMBU;3205;2805307
SE;POCOREDONDO;3207;2805406
SE;POCOVERDE;3209;2805505
SE;PORTODAFOLHA;3211;2805604
SE;PROPRIA;3213;2805703
SE;RIACHAODODANTAS;3215;2805802
SE;RIACHUELO;3217;2805901
SE;RIBEIROPOLIS;3219;2806008
SE;ROSARIODOCATETE;3221;2806107
SE;SALGADO;3223;2806206
SE;SANTALUZIADOITANHY;3225;2806305
SP;TORREDEPEDRA;3227;3554656
SE;SANTAROSADELIMA;3229;2806503
SE;SANTOAMARODASBROTAS;3231;2806602
SE;SAOCRISTOVAO;3233;2806701
SE;SAODOMINGOS;3235;2806800
SE;SAOFRANCISCO;3237;2806909
SE;SAOMIGUELDOALEIXO;3239;2807006
SE;SIMAODIAS;3241;2807105
SE;SIRIRI;3243;2807204
SE;TELHA;3245;2807303
SE;TOBIASBARRETO;3247;2807402
SE;TOMARDOGERU;3249;2807501
SE;UMBAUBA;3251;2807600
BA;ADUSTINA;3253;2900355
BA;ANDORINHA;3255;2901353
BA;APUAREMA;3257;2901957
BA;ARACAS;3259;2902054
